product_id,post_name,product_type,priorite_decisionnelle,decision_score,bc05_iforest_flag,bc05_iforest_score,if_component,knn_component,kmeans_component,shap_component,impact_component,shap_top_driver,lecture_strategique,price,purchase_price,taux_marge,stock_quantity,total_sales_clean,ca_par_article
4394,whisky-wemyss-treacle-chest,Whisky,A surveiller,0.5855784599892417,False,0.013249653417224838,0.8824242424242424,0.9151515151515152,0.7377727272727272,0.2715497514075693,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),59.8,27.96,,3,2.0,
4396,whisky-wemyss-the-hive-12-ans,Whisky,A surveiller,0.5852464371620468,True,-0.01582063379516041,0.9248484848484848,0.8290909090909091,0.7072272727272727,0.3588961898022866,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),62.0,28.42,,0,0.0,
4147,champagne-mailly-grand-cru-extra-brut-2012,Champagne,A surveiller,0.5759953259273582,False,0.06387589200149374,0.7951515151515152,0.953939393939394,0.8744242424242423,0.15498356230388505,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),33.0,18.48,,100,8.0,
5024,champagne-agrapart-fils-les-7-crus-brut-blanc-de-blancs,Champagne,A surveiller,0.5759407318114539,False,0.009319487227022805,0.8872727272727273,0.936969696969697,0.6266666666666667,0.28364974235696244,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),45.0,27.04,,103,6.0,
5574,domaine-huet-vouvray-le-mont-moelleux-premiere-trie-2008,Vin,A surveiller,0.5734982581749933,False,0.054359892929915665,0.8224242424242424,0.9515151515151515,0.7861363636363636,0.1854750059923578,0.0,bc05_std_price,Signal a confirmer (driver principal: bc05_std_price),59.6,30.18,,2,2.0,
4577,,,A surveiller,0.5714375346140586,False,0.0799803600740342,0.7575757575757576,0.983030303030303,0.9332987012987012,0.07563941540465628,0.0,bc05_std_purchase_price,Signal a confirmer (driver principal: bc05_std_purchase_price),49.0,24.05,,1,,
4144,champagne-gosset-grand-rose,Champagne,A surveiller,0.5701376814313198,False,0.04560093672465371,0.8363636363636363,0.943030303030303,0.7522424242424242,0.17786166279804827,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),49.0,27.73,,91,4.0,
4867,chateau-de-la-selve-igp-coteaux-de-lardeche-maguelonne-rose-2019,Vin,A surveiller,0.5693299044907485,False,0.08887746412545539,0.7393939393939394,0.9793939393939394,0.9711515151515151,0.059602075210514985,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),9.9,4.86,,121,36.0,
4627,marcel-windholtz-eau-de-vie-de-poire-williams-reserve-particuliere,Vin,A surveiller,0.5688961055046615,False,0.0532837657072584,0.8254545454545454,0.9466666666666667,0.7844393939393939,0.14260499444055386,0.0,bc05_std_purchase_price,Signal a confirmer (driver principal: bc05_std_purchase_price),58.3,28.62,,2,2.0,
4357,champagne-larmandier-bernier-latitude,Champagne,A surveiller,0.5678505263952727,False,0.05259897310938111,0.8290909090909091,0.9527272727272728,0.7344242424242424,0.1841416275890907,0.0,bc05_std_taux_marge,Signal a confirmer (driver principal: bc05_std_taux_marge),39.0,22.3,,115,5.0,
5777,maurel-pays-d-oc-cabernet-sauvignon-2017,Vin,A surveiller,0.5646476231628434,True,-0.012694781140454858,0.9187878787878788,0.7696969696969697,0.6527200430702969,0.37163859126541404,0.0,bc05_std_purchase_price,Signal a confirmer (driver principal: bc05_std_purchase_price),5.7,3.03,,51,16.0,
