product_id,post_name,product_type,priorite_decisionnelle,decision_score,bc05_iforest_flag,bc05_iforest_score,if_component,knn_component,kmeans_component,shap_component,impact_component,shap_top_driver,lecture_strategique,price,purchase_price,taux_marge,stock_quantity,total_sales_clean,ca_par_article
5697,planeta-sicilia-santa-cecilia-2016,Vin,Normal,0.22999524526320125,False,0.11948871900257646,0.37575757575757573,0.3103030303030303,0.30314428549453926,0.0973572365114158,0.0,bc05_std_taux_marge,Conforme au profil courant,29.9,15.29,,14,5.0,
4726,francois-baur-pinot-noir-schlittweg-2017,Vin,Normal,0.22992563280023487,False,0.12471141585117157,0.2684848484848485,0.00787878787878788,0.5733867097369635,0.11796414218478206,0.2,bc05_std_price,Conforme au profil courant,12.7,6.82,,0,22.0,
4232,catena-zapata-mendoza-alamos-chardonnay-2019,Vin,Normal,0.22987661194988424,False,0.11988166292245617,0.36424242424242426,0.2593939393939394,0.3922351945854483,0.09889817610551835,0.0,bc05_std_taux_marge,Conforme au profil courant,11.1,5.62,,37,12.0,
4888,saumaize-michelin-pouilly-fuisse-les-ronchevats-2018,Vin,Normal,0.2296867186443293,False,0.12408652427113831,0.28,0.526060606060606,0.19284125519150902,0.11548409153481735,0.0,bc05_std_price,Conforme au profil courant,27.9,14.85,,17,6.0,
4600,marc-colin-et-fils-chassagne-montrachet-rouge-vieilles-vignes-2017,Vin,Normal,0.22791140401338322,False,0.11526240949288247,0.4533333333333333,0.24363636363636362,0.220841255191509,0.10057943007384174,0.0,bc05_std_price,Conforme au profil courant,26.5,13.14,,15,7.0,
4217,domaine-de-lecu-muscadet-granite-2018,Vin,Normal,0.22737576527635406,False,0.1297260777598206,0.13575757575757577,0.6642424242424242,0.26665943700969075,0.13801092149142885,0.0,bc05_std_price,Conforme au profil courant,17.1,9.28,,12,6.0,
5715,francois-baur-gewurztraminer-herrenweg-de-turckheim-2016,Vin,Normal,0.22710275421675663,False,0.121120326774457,0.3333333333333333,0.4218181818181818,0.21575034610059993,0.10376565938030284,0.0,bc05_std_purchase_price,Conforme au profil courant,13.7,7.29,,15,7.0,
4182,borie-la-vitarele-saint-chinian-les-schistes-2017,Vin,Normal,0.2270543474901166,False,0.13451570724862943,0.03151515151515152,0.6521212121212121,0.47623519458544833,0.15740280423511463,0.0,bc05_std_price,Conforme au profil courant,16.7,8.46,,43,13.0,
5955,,,Normal,0.22664564067705467,False,0.11907589409608638,0.38666666666666666,0.07818181818181819,0.5695685279187817,0.09573997852873763,0.0,bc05_std_purchase_price,Conforme au profil courant,27.3,13.68,,0,,
4297,la-tour-du-bon-bandol-blanc-2019,Vin,Normal,0.22655403340909985,False,0.12620310589134748,0.22303030303030302,0.5418181818181819,0.25732610367635744,0.1268239058491894,0.0,bc05_std_price,Conforme au profil courant,19.0,10.31,,33,10.0,
4607,francois-bergeret-hautes-cotes-de-beaune-rondo-2017,Vin,Normal,0.22654315247184514,False,0.12642258026276743,0.21575757575757576,0.40606060606060607,0.45417458852484227,0.12477570253724865,0.0,bc05_std_purchase_price,Conforme au profil courant,13.4,7.13,,41,12.0,
5484,david-beaupere-julienas-vayolette-2017,Vin,Normal,0.22621683234885895,False,0.12037776375873854,0.3527272727272727,0.5284848484848484,0.030780649130902935,0.10084583464072004,0.0,bc05_std_price,Conforme au profil courant,21.6,11.61,,25,8.0,
4075,plateau-chenes-lirac-2015,Vin,Normal,0.22596498502706486,False,0.12266130840803319,0.30787878787878786,0.36727272727272725,0.3277503461005999,0.1098425129379307,0.0,bc05_std_purchase_price,Conforme au profil courant,14.7,7.97,,35,10.0,
4268,domaine-bulliat-morgon-colombier-2019,Vin,Normal,0.22463580438207292,False,0.11700507906638052,0.41454545454545455,0.3054545454545455,0.19199277034302417,0.10382343376073841,0.0,bc05_std_price,Conforme au profil courant,15.2,7.54,,15,7.0,
4603,catherine-et-claude-marechal-ladoix-rouge-les-chaillots-2017,Vin,Normal,0.22459493183737103,False,0.12383205978133871,0.2872727272727273,0.29515151515151516,0.452901861252115,0.11447531437432576,0.0,bc05_std_taux_marge,Conforme au profil courant,31.5,15.95,,8,6.0,
4799,domaine-de-la-monardiere-vacqueyras-les-deux-monardes-2017,Vin,Normal,0.22450074831307024,False,0.11271196520184928,0.5042424242424243,0.2812121212121212,0.05708367943393324,0.08423044882828756,0.0,bc05_std_price,Conforme au profil courant,14.9,7.39,,23,7.0,
5960,domaine-labranche-laffont-pacherenc-vic-bihl-sec-2017,Vin,Normal,0.22425439330355265,False,0.12262683141131253,0.3109090909090909,0.27151515151515154,0.4380533764036301,0.10970629267250527,0.0,bc05_std_price,Conforme au profil courant,12.7,6.36,,40,12.0,
5962,camin-larredya-jurancon-moelleux-capceu-2018,Vin,Normal,0.22419604722383502,False,0.12835060234281614,0.17333333333333334,0.4696969696969697,0.4333867097369635,0.13248646823896526,0.0,bc05_std_taux_marge,Conforme au profil courant,30.0,15.5,,8,5.0,
4100,boeckel-gewurzt-gc-zotzenberg-2016,Vin,Normal,0.22412756353137317,False,0.12082908426861838,0.34,0.14424242424242426,0.5534473157975696,0.10261981313252878,0.0,bc05_std_price,Conforme au profil courant,15.8,8.57,,0,0.0,
4130,zind-humbrecht-pinot-gris-roche-calcaire-2017,Vin,Normal,0.22394606193208694,False,0.10798080950006306,0.5963636363636363,0.07454545454545454,0.13981095216120598,0.09156237289724266,0.0,bc05_std_price,Conforme au profil courant,23.0,12.48,,16,7.0,
